DW_LOCALIDADE;region_code;region_name;division;tp_cliente;address_number;city;country;customer_address_1;customer_address_2;state;zip_code
b35f34aa834d0da3eac7ef3752712c8a84388863ba036fd644322b5aa9e304be;5;International;1;International;10021736;Não informado;"";Não informado;Não informado;Não informado;Não informado
0eb34ced1d1eaa0cba7eedf853aed65c39a0ede7a5da081ab6eb7854c03f8490;5;International;1;International;10026081;Bremen;UK;Weser Ems Strasse 2-4;Não informado;Não informado;D-28390
7ad5aa53380b901661eeb99f656c9c3b072605ab3669bae66aa71340d6bd1b1a;5;International;1;International;10009606;Kilsyth;UK;PO Box 105;Não informado;Não informado;3136
0ace185ec2466e71d3a2b351bd0f19b4e761d3f9ec062ace0c6efdc9a3b307c4;5;International;1;International;10021160;Não informado;"";Não informado;Não informado;Não informado;Não informado
5249b0ae15ac5ebb36078b2a4ae0e14f9c8c9c9f23e28587ec5bc8d8217466e2;5;International;1;International;10021242;Não informado;"";Não informado;Não informado;Não informado;Não informado
936d60e8168141e27658104119ebfa13fd7a7bea5fc351e60f4c14f8536551df;5;International;1;International;10013574;Não informado;"";Não informado;Não informado;Não informado;Não informado
62b9e9e1afe3f581b8ffbcaa8c1f9922f223f1196b79cc31ce17dfd4d2b76e86;5;International;1;International;10023964;Não informado;"";Não informado;Não informado;Não informado;Não informado
5cf8f46f9cea92b5e607d9de96a47e9626235de0489cee06c6d31426c4723f3d;5;International;1;International;10020181;D 95326 Kulmbach;UK;Am Schwimmbad 8;Postfach 2008;Não informado;Não informado
c643df101e74cf0ddbaff22772ece88433548d2909d70e37ce3f148467e0f592;5;International;1;International;10019812;Não informado;"";Não informado;Não informado;Não informado;Não informado
bd78c7168f89d9eb460de6fe131d336ca128929a93ac9784fbd7988fdcc9589b;5;International;1;International;10000457;Não informado;"";Não informado;Não informado;Não informado;Não informado
006c959c09d766768bdcdc96ed78c794d35bdadd2e93279db7c3825469b5daa6;5;International;1;International;10011355;Não informado;"";Não informado;Não informado;Não informado;Não informado
c441a7986082dcbe8fb4f542ec626269f7083deab3ab434aae67f4952f58aef0;5;International;1;International;10014238;2215 TC Voorhout;IR;S Gravendam Seweg 53;Não informado;Não informado;Não informado
5ac77099f3f0faf9c454752fbb2acc79239f498a7872a5d20893d24cf3f72d81;5;International;1;International;10004207;Não informado;"";Não informado;Não informado;Não informado;Não informado
c9c985748ca8a091d35a3a640e5ca8ebde74451fde3e16f924a764efe6e2e5b5;5;International;1;International;10018129;ZI 1 Ducos;IR;Rue Champion;Não informado;Não informado;Não informado
df101b6c043dc9ae280ba307134bb97cd886929cdb1a5a013622f2ac5d805bd5;5;International;1;International;10026009;Não informado;AU;2 Calle 25-80 Zona - 15 Vista;Hermosa II Local 2;Não informado;Não informado
c2bfcd63fb514ebc977d15a1cd5ea06a280883452a54e46cebcfb5fa7849b2ad;5;International;1;International;10013061;Não informado;"";Não informado;Não informado;Não informado;Não informado
1020cb61fc9eae26f0dd25ee504ddc3209bd1e5c65d1c469297e6b0bf6d7ecc3;5;International;1;International;10002520;Não informado;"";Não informado;Não informado;Não informado;Não informado
349d0342f582d70fa07c026dc8cdfe7242b1a06e454163a330b81f35e6e596a0;5;International;1;International;10000453;Não informado;UK;Não informado;Não informado;Não informado;Não informado
b5f302f79e1757629c1f5c33c2cdd38f184d1bcc836227a854de99df48a7dada;5;International;1;International;10001786;Não informado;"";Não informado;Não informado;Não informado;Não informado
1d92ef8e3e6378908ffd6ba2565a65dcd7c41c0cbf4d1cafecb655dfedb46444;5;International;1;International;10013039;Não informado;"";Não informado;Não informado;Não informado;Não informado
6d757d0615f01cba1e4c2562d64978806c69fb105e3e9329b60a0c08b22e33e5;5;International;1;International;10002140;Não informado;"";Não informado;Não informado;Não informado;Não informado
dbef023f074f4511945dc85beb6ad031d6f3d29d482a7b9001329b0cccab47d0;5;International;1;International;10013572;Não informado;"";Não informado;Não informado;Não informado;Não informado
4565209a41f52a79f74ceebcfc431b4a8a2bbd81d9c88d5b2b3a8232763c4f2e;5;International;1;International;10007183;Não informado;"";Não informado;Não informado;Não informado;Não informado
51d7733d109b805f2cd73b3b130ad080f59566592921f9e4626904ac6272f3bc;5;International;1;International;10013079;Não informado;"";Não informado;Não informado;Não informado;Não informado
b04b33c46482b227e6b8497ab1de752144e43ac118e4d54f2cb901079056d5e2;5;International;1;International;10019420;Ruwi;IR;PO Box 880 PC-112;Não informado;Não informado;Não informado
1e90cc0bff8de893a94327ae18e2409c23520d438bcc74286e6fcc244b3884b8;5;International;1;International;10014059;Não informado;"";Não informado;Não informado;Não informado;Não informado
3ee57661b7a797fac4217d0d7a48c20cfd28f443a64cefded75f237777584189;5;International;1;International;10025063;Não informado;UK;Private Mail Bag 53;St Peters NSW 2044;Não informado;Não informado
9c880cbeaec37eb1445cabd5d764db92cd110169300f0fa11199111bfefb28d1;5;International;1;International;10010990;Não informado;"";Não informado;Não informado;Não informado;Não informado
188c5fed1389f5eba6acacca996a6c2c0a2334490e0730798bf19e85405d4570;5;International;1;International;10020492;Não informado;"";Não informado;Não informado;Não informado;Não informado
5bf22606f12b4cf32d0f7a8bfabcc5425a0bbde0d14cb9d81f3a6543410ad8a4;5;International;1;International;10005236;Não informado;"";Não informado;Não informado;Não informado;Não informado
d01e2743f4eec0e9aa64b027ebd54b5fdc1bcbb40a2dde24aef411d3506ddebb;5;International;1;International;10022978;Não informado;UK;Não informado;Não informado;Não informado;Não informado
4ca2e7d6e413612d6e0e97fc38277505fcc081362748e96d4f49e140f80b39bc;5;International;1;International;10009863;Beijing 100088;UK;PO Box 065;Não informado;Não informado;Não informado
b72207ea4933f085d3179ee981eab71ee5ccca0c583d8ee885cb71eb4f1df678;5;International;1;International;10020907;Não informado;UK;Não informado;Não informado;Não informado;Não informado
8642787e94aadc404d1f99787fce3b78686fe0adceb35fb222b84d590506b662;5;International;1;International;10009645;Não informado;"";Não informado;Não informado;Não informado;Não informado
776c07e2b299663a617c5c75de2ec631c50b08607f23966ad002da09882b523b;5;International;1;International;10002154;Não informado;"";Não informado;Não informado;Não informado;Não informado
b6c54cde2bd815cfe376807b08ef69616adfeb59a455146fc177a0ea80378c11;5;International;1;International;10020864;Não informado;"";Não informado;Não informado;Não informado;Não informado
6ac0e9c85647a5b91f9934880a9f01c3a0737127580982609186733bca639f55;5;International;1;International;10002155;Não informado;"";Não informado;Não informado;Não informado;Não informado
5ffbbc129900f0ea06eab8aa98bf5cc54ab23486c617707a994c6e64319d656e;5;International;1;International;10006919;Não informado;"";Não informado;Não informado;Não informado;Não informado
1113dbc5e5998d56979a3a03681f081a317b0ce29915861a2a2fec78daf83018;5;International;1;International;10026365;Não informado;"";Não informado;Não informado;Não informado;Não informado
dc86a33d60932fe0e958f767b9c4d60aac7b8056dc68adec6ba467643cfe434b;5;International;1;International;10012158;Não informado;"";Não informado;Não informado;Não informado;Não informado
027317bd0b4ebbbf1621ddb9e7ca4f42965491773a304b8bdca56a75c23e2d80;5;International;1;International;10013127;Não informado;"";Não informado;Não informado;Não informado;Não informado
277ea15e1b93fd7c6c07c6e24d12f1bb69d8b4b02441098c1a3dfe50c2853062;5;International;1;International;10016113;Não informado;"";Não informado;Não informado;Não informado;Não informado
e68274d46c22aa4564b90e5387a1bdadfd530fed50b9eb398ecac1a5923065e8;5;International;1;International;10022167;Georgetown;AU;PO Box 10361;Não informado;Não informado;Não informado
2973e992793663c6adfbbd6770a453f22618383812d215ec3972336a1898a740;5;International;1;International;10019469;Não informado;"";Não informado;Não informado;Não informado;Não informado
1776fbf8d377c1c6532e2b47400afe3a894754618708be32b059fc85b0972dd5;5;International;1;International;10015267;Sollinge Molle;UK;5750 Ringe;Não informado;Não informado;Não informado
03c5cfff9a89759f2db79b17898f9408ddedfff768a65851ac8b01422e043b80;5;International;1;International;10020247;Não informado;"";Não informado;Não informado;Não informado;Não informado
7ada2cfbabf77a4af46195887cecc3bc4d4b394d8a7a60a81d5d289db5ef943a;5;International;1;International;10013397;Não informado;"";Não informado;Não informado;Não informado;Não informado
dbae822b3a2a18ef0d854c575f076938475b8f63fdb600170caf86c8525b1e02;5;International;1;International;10021494;Não informado;"";Não informado;Não informado;Não informado;Não informado
5da93b4825541502f6c46fde5d8dbb86645d9f9122096533806b56cf9c5c5e6e;5;International;1;International;10007536;Não informado;"";Não informado;Não informado;Não informado;Não informado
1d193ec0f8aff8f24038b7dd33756d2534948f3d82cd2a2e4967005d81594c82;5;International;1;International;10023495;Não informado;"";Não informado;Não informado;Não informado;Não informado
1fdb56638f7840a8291598d1ed76734fde0b19c62461c9d9b899448ff825512c;5;International;1;International;10024477;Santa Cruz;UK;Modulo 2 Manzana 27;Parque Industrial;Não informado;Não informado
858ca47fa1ad1c5c7810d66c65b78b9f0dddb1e2364c162332d5fd40d9ba9b70;5;International;1;International;10013052;Não informado;"";Não informado;Não informado;Não informado;Não informado
671261d48d7fb3374c0703cab1156da0abc0f213d7723a5d461e79a6a374a20b;5;International;1;International;10004516;Lighthorne Warwick;UK;Vehicle Operations;Building 540 53G/23/1;Não informado;CV35 ORG
3d9f483ca11991e42075e409f336cc88e1c0a69086a5ff43efd72002cdf9a5b1;5;International;1;International;10021331;Não informado;"";Não informado;Não informado;Não informado;Não informado
e9faef78572c1be53ccc5cfaf222c55c02f3c14c9b091e791765f832c1230522;5;International;1;International;10026038;Não informado;"";Não informado;Não informado;Não informado;Não informado
5ce326d1011cf71471a943c2d40de6ecdb22888740987fc5133f74789bdd9a3b;5;International;1;International;10000471;Jeddah;AU;Al Thalia Street;PO Box 11605;Não informado;11443
8bbb16d388e135f06692fe15ecacdf034ec2dfa9ced03f861b059486cfe05359;5;International;1;International;10011842;Não informado;"";Não informado;Não informado;Não informado;Não informado
19415dc2fb5551b5b161a012054726db7fb8b993460cff41871cf0128abc5b6a;5;International;1;International;10018868;Não informado;AU;PO Box 871 Safat;Não informado;Não informado;Não informado
7977c107a9fabb69b50d0719053930d9a2c654b76d2b01b5f3a65abc21ee5fa4;5;International;1;International;10022166;Não informado;"";Não informado;Não informado;Não informado;Não informado
6303e5e1af6cc6e2d5b7f03ae4b6d73fc131898596e776fee52a1c33933c4840;5;International;1;International;10017852;Não informado;"";Não informado;Não informado;Não informado;Não informado
b9e6fc2ac563f630c3c954a9e41ed978fe975af323a4404bfd71b4c4b821b3e9;5;International;1;International;10021297;Não informado;"";Não informado;Não informado;Não informado;Não informado
f49c193997c7ac974f4fddac0a2f74e387fe8957446d3881331d0a6dc41970e2;5;International;1;International;10007309;Não informado;UK;Limited Reg Number 28388;40 Devil's Tower Road;Não informado;Não informado
96e44e143717d8e246ace82505c06dc31f599d285ae9f3fc67e92899299ac817;5;International;1;International;10026521;Quezon City;IR;97 Banawe Street;Não informado;Não informado;1114
778dcc7dfc6e1da2b2d2f1f3181c77ec92193d6545433e34f70a3e3dbb9b21c9;5;International;1;International;10007258;Não informado;"";Não informado;Não informado;Não informado;Não informado
0f07fda552f7a7c5425ec0e7d6851c5ce2f520de5ba52924baa7d11f750e3e65;5;International;1;International;10019514;Não informado;"";Não informado;Não informado;Não informado;Não informado
decc2f0fc0054e17acc22fe658adab13333b82dd2c1b511b6621b669e6868115;5;International;1;International;10020266;Não informado;"";Não informado;Não informado;Não informado;Não informado
33d55df615cee63bf25ccb07f6f2d070c36088cedd3d4c8487acd1c7dcfc1272;5;International;1;International;10002526;EE 0026 Tallinn;UK;Kadaka Road 72 a;Não informado;Não informado;Não informado
1d5e018069508c45a9da14ffe8d5d9758197e00736d2aeebfb6173d10314556b;5;International;1;International;10006916;Não informado;"";Não informado;Não informado;Não informado;Não informado
108cfd467f0d16f71c29ed5975b9a783993efcdbbf712dd3e4cef8255ae2abdd;5;International;1;International;10020306;Não informado;"";Não informado;Não informado;Não informado;Não informado
6123e1a1ed94186bb6068b901f63376849cce9fb82a4dd1b286dd809ae7e051f;5;International;1;International;10021270;Não informado;"";Não informado;Não informado;Não informado;Não informado
56578c8ff2b781d7a693d1227a5d2f367c31040ea09c8dc426adfa31f5b6c72d;5;International;1;International;10025304;Não informado;UK;Não informado;Não informado;Não informado;Não informado
f85541c62a1ec6b46a9de8b77ef79d0bf39e6fcbcfa11c91379aebce281069e7;5;International;1;International;10025392;Não informado;"";Não informado;Não informado;Não informado;Não informado
29e1d59f95ee6cacf114a7e3e9a0e66578074df55e25e7fbbef9c5452c0cef07;5;International;1;International;10013870;Não informado;"";Não informado;Não informado;Não informado;Não informado
4849c76f2d08f1d42d1c3d262dad743515eeacdead9e64ffda9ca69aa2898891;5;International;1;International;10002412;Não informado;"";Não informado;Não informado;Não informado;Não informado
62a3613e779f0dd514d261a7fdc5a477e51b54a8fc5b61a2be27227052516579;5;International;1;International;10023511;Schiphol-Rijk;IR;Bellsingel 2 1119NV;Não informado;Não informado;Não informado
14a845b89aec862b48905703fe6d4571d886b55222d8891d25575cc4d732a449;5;International;1;International;10001103;Não informado;"";Não informado;Não informado;Não informado;Não informado
5727f60d2ce8b70d0b51e033c36f823a5e48879b596d1fd519755645cbc23151;5;International;1;International;10004255;Seoul;AU;3F Shinwoo Building;195-12 Poi-Dong Kangnam-KU;Não informado;135-260
e6e8a11b3474872442e2667e605321f2338324972572b4018578616a4fe39ce7;5;International;1;International;10010832;Não informado;"";Não informado;Não informado;Não informado;Não informado
35dd64772d8c790f057a343dcc0374a5ccaa6236e4ef4b4b2c3841d42f870afe;5;International;1;International;10025737;Não informado;"";Não informado;Não informado;Não informado;Não informado
e5558b38e9299b4db717dfb5c39e047f6919c4a0c36fbd253dd5a6ea25e6c913;5;International;1;International;10011089;Não informado;"";Não informado;Não informado;Não informado;Não informado
52c57f40deebd2434072a7e0d3e28f2e8c8a031d71d87d7fe88364c49dbd5341;5;International;1;International;10027370;Madrid;UK;General Pardinas 112 Bis;Não informado;Não informado;28006
ebfbbc7f5d2059b1620352eac1d77ebe6ad3cda7ab7290518a46da4c08445f1f;5;International;1;International;10005099;Não informado;"";Não informado;Não informado;Não informado;Não informado
547bbf3e3026f1cef112b5b493bb5768b29ca80a0f6755b9ce87baebc744d0f0;5;International;1;International;10013871;Não informado;"";Não informado;Não informado;Não informado;Não informado
b30d8a4fee0bf29cebb7f2d88d283001be50b1f5a4722f3328886da9b1b485ac;5;International;1;International;10005810;Não informado;"";Não informado;Não informado;Não informado;Não informado
59e98bf962d1a6d5779be0689ed80a123b64250c85dfab4eec0760f3142a8b21;5;International;1;International;10011600;Não informado;"";Não informado;Não informado;Não informado;Não informado
79b4b4618a381d32e8982cab7dbe11e54302dff618fa7200b3bd39ee79ebfd17;5;International;1;International;10019066;Não informado;"";Não informado;Não informado;Não informado;Não informado
d50fcd352c626e322fe81f4013297d6633b37a8cbe327c77197d15ec8288d878;0;Canada;1;International;10022240;Mississauga;CA;1665 Shawson Drive;Não informado;ON;L4W 1T7
7da810117707d5c63ad38550760d04b77626aa43885953b0535d4443325145eb;0;Canada;1;International;10025237;Oakville;CA;Central Accounting Service;PO Box 2900;ON;L6J 5E6
d43db70bcd30cfb0f0fe5876d5936d67918ae8c0963067d353ffc5f2d5aec3c4;0;Canada;1;International;10016609;Winnepeg;CA;Unicity Distribution Systems;1445 Church Avenue;MB;R2X 2X9
b439991a8ea0c2ce33e1202d5b07fee5b5253f804deb9a4d137150fed9274e08;0;Canada;1;International;10011724;Ingersoll;CA;300 Ingersoll Street;PO Box 1005;ON;N5C 4A6
0fe73e061986eedc2291f3cc6c6c5f960b0e1a4cef74857e17c659c49c0ec31a;0;Canada;1;International;10026268;Surrey;CA;Unit 403 - 17665 - 66A Avenue;Não informado;BC;V3S-2A7
475e0c612935af500d01453b158fe541989036556ec0362ae81646b5335c7a5b;0;Canada;1;International;10014471;Calgary;CA;2916-21st Street Northeast;Não informado;AB;T2E 6Z2
466105f1b9344b727d0fe7f41a76d51ba6e859fff3d23d9e8e483fe7c7b2573c;0;Canada;1;International;10009652;Valcourt;CA;550 Du Parc Boulevard;Não informado;QU;J0E 2L0
66f108d2c5ad656aec5052f8c276253ddbcdfe6aff09b7cda314f1e5dad024ce;0;Canada;1;International;10025032;Montreal;CA;c/o Rampar International Trade Corp.;6260 Place Northcrest Suite 305;QU;H3S 2T4
072461cf3a81d06297a8f42441359bf10098913a84e2e227e950afb047b08403;0;Canada;1;International;10000469;Montreal;CA;Attention:  Accounts Payable;7025 Ontario Street East;QU;H1N 2B3
f4d3cc53e32b02fff7ebc157febc6614756c59df93e79c0231bdd597c3819e45;0;Canada;1;International;10019913;Calgary;CA;10901 Macleod Trail South;Não informado;AB;T2J 4L3
bfa940c0b24ee6ae8cf7408f55dfe44c372bd5323fd29c9735f43da5b9adbb8f;0;Canada;1;International;10018146;Fort Macleod;CA;Box 1178;Não informado;AB;T0L 0Z0
ed9874b88a3d8d994aad8434ad2289e04a10165659b9e484ed72105033e3f13a;0;Canada;1;International;10010884;Boucherville;CA;170 Industrial Boulevard;Não informado;QU;J4B 2X3
5076fdcbbce832a327f68c12ad6b704605bf944756640fc692123c6aeb0ab7d4;0;Canada;1;International;10025246;Winnepeg;CA;515 Oak Point Highway;Não informado;MB;R2R 1V2
72818a9a1dd0b5f416c2c0da1f1956477d6ad02c01fcbede75ef1306daf0c8b5;0;Canada;1;International;10025508;Moncton;CA;1809 Main Street;Não informado;NB;E1E 1H5
dcac32ed2e404c754ad66f25eb1f438cd238e6c0a67bcd4f43475b540a157722;0;Canada;1;International;10027082;Edmonton;CA;9111 41 Avenue;Não informado;AB;T6E 5V2
7e9f9e6ac223dad40ffc8107cb3c18eed0e9a086ff83f057b9f5b4e1855b10f2;0;Canada;1;International;10017307;Anjou;CA;10401 Boul Parkway;Não informado;QU;H1V 1R4
0cd6167d1f6bd6153e3ee286fab7bfee503957c09abd10e4eb47ae804bee80c5;0;Canada;1;International;10021204;Toronto;CA;480 Gordon Baker Road;Não informado;ON;M2H 3B4
b220a4ec52280acecfee4fdd8ffb0ade975de641ff62a8636321e8342296509b;0;Canada;1;International;10010887;Edmonton;CA;9605 56th Avenue;Não informado;AB;T6E 0B2
e4beaa68a9c02cff9e7d4fd31586b2212918decd5ca3740838e78d56d8d813b6;0;Canada;1;International;10009653;Mississauga;CA;3355 American Drive;Não informado;ON;L4V 1B3
a38b71541d485f181306046e09028d1fa22422cb4d258f4325c3961f22fb838f;0;Canada;1;International;10019410;Edmonton;CA;6710 76 Avenue;Não informado;AB;T6B 0A8
7ceec4725328b608a08e9409baf6b584d77cd65d1d4f44f4c25f9b7e7e070503;0;Canada;1;International;10026006;Calgary;CA;308 53 Avenue SE;Não informado;AB;T2H 0N3
c9c98d7222663c3e0d9c32b5588ed0ca2c12fa6833ff51e63f34048fc6d0e21e;0;Canada;1;International;10000456;Edmonton;CA;8151 Wagner Road;Não informado;AB;T6E 4N6
ed75ca3c318f6c21bd1af71b636cd39c89b85d399cbe60dcb40293d8eef7e848;0;Canada;1;International;10022687;Burnaby;CA;5325 Still Creek Road;Não informado;BC;V2X 3K6
82540bb129e8c042a1d634b75a886189d4dbe6f63501a32341790d5977e68275;0;Canada;1;International;10000461;Boucherville;CA;1391 Gay Lussac;Não informado;QU;J4B 7K1
58536a205bb3571c65d58850b334b0da25d51cf1b05e4ceac18b8df48cb67bea;0;Canada;1;International;10025023;Saskatoon;CA;815 Circle Drive East;Não informado;SK;S7K 3S4
13143103d4a7e052e95277ff8731edfa8e1f6dc0b656f2f0d8eb871e60ff28a1;0;Canada;1;International;10025299;Montreal;CA;6260 - Place Northcrest Suite 305;Não informado;QU;H3S 2T4
f0af581c4ede2549be619a0bb476fb46cc439ee0d11223521fb91832f18550bd;0;Canada;1;International;10021472;Surrey;CA;9475 192 Street;Não informado;BC;V3T 4W2
b0c36dc031d9383f04615cb334d7667611dea5f8b2914931f922adc69280796d;0;Canada;1;International;10025298;Toronto;CA;1111 Finch Avenue West;Unit #22;ON;M3J 2E5
2551e9539e0f54e79b8150b0dd2bc3ebae92283922e77ac25925df78e2c1b83d;0;Canada;1;International;10009885;Winnipeg;CA;PO Box 7100;Não informado;MB;R3C 3B3
26b4289b2eee255a6c15a1b3cc6ba94bae1ff44e793ddcc811ea15dd33ae2f14;0;Canada;1;International;10002220;Prince George;CA;1594 Nicholson Street;Não informado;BC;V2N 1V6
58f74e168be3fe2760434de4e141e8592b797af872b6b55f5035e55c5d9745d4;0;Canada;1;International;10025575;Beamsville;CA;PO Box 640;Não informado;ON;L0R 1B0
958944f6634d621941a4a307f5e043e069a0f6cec81f364c93db32bd0b400b17;0;Canada;1;International;10023022;Surrey;CA;18412 96 Avenue;Não informado;BC;V4N 3P8
d49fca9c56570d4814dc07435554776e0915fbf4ae3b0b335f4e33fb05fbca10;0;Canada;1;International;10021158;Surrey;CA;#9 - 19257 Enterprise Way;Não informado;BC;V35-6J8
cd87ae977b8f0f612a2e61ab5ac8677b8c3cd0bc8dc7277fc1ac7051423a0ce6;0;Canada;1;International;10020448;Regina;CA;1155 Mackay Street;Não informado;SK;S4N 4X9
90b7009dbd08ed9252c08b250cc2dd7011ec360b7be47ac3ca9665f26e1c83cd;0;Canada;1;International;10024034;Edmonton;CA;16215 118th Avenue;Não informado;AB;T5V 1C7
a30e038dac43ea76a1f37efa4865b80ee20c64011455a6306ef1c6890ef5eb8f;0;Canada;1;International;10012235;Winnipeg;CA;PO Box 1005;Não informado;MB;R3C 2W7
11a908012243cb78479746f608df8cf705a58188b71af665b69393fddc447603;1;Western;2;Domestic;10000466;North Highlands;US;3213 Orange Grove Avenue;Não informado;CA;95660
59d412a6d711b5285c5c708b5d2472312a0b6b48cc21df498d9768620e8d583c;1;Western;2;Domestic;10009631;Corona;US;1477 Davril Circle;Não informado;CA;92880
d34a9f49d1d4e628b46ecdbe8832030ce9bec85a4a72fac497c30d31345a6376;1;Western;2;Domestic;10021418;Wheatridge;US;10930 West 44th Avenue;Não informado;CO;80033
f75c69dc2fdf7467e51e65e1be2c29a28228014c53ba14b87a3c82521e4e4241;1;Western;2;Domestic;10015793;Sacramento;US;3248 Auburn Boulevard;Não informado;CA;95821
0b2f7a23d8bd583c6812462629ec2db276f475bbcecc54cb814ea6a2d873674f;1;Western;2;Domestic;10012234;Hayward;US;PO Box 4658;Não informado;CA;94540
9bfad5baa30e391bb80699c3ef79f81a2361648a834e0ba0dc4c3fb0a5fe7f89;1;Western;2;Domestic;10000455;Huntington Beach;US;7392 Count Circle;Não informado;CA;92647
78ff7e4aa67bd95b7d1b2b2494659103dfae41631390403f5a2fbc4dda3b4653;1;Western;2;Domestic;10025305;Colorado Springs;US;4260 North Nevada Avenue;Não informado;CO;80907
6d60553f576bda882ff24034d8bb1b0a9d7857bcdb4b7552867392e15ce22b5e;1;Western;2;Domestic;10027381;Tumwater;US;2649 R W Johnson Boulevard;Não informado;WA;98512
9b73d970ee8531815bd85fd50112ba8f97dcef48eb12400abcf7163f4e6540dc;1;Western;2;Domestic;10021203;Costa Mesa;US;Los Angeles PDC #14;Attention   Accounts Payable;CA;92626-5555
0ca5b6d91c9f4020a1587fdaf1ea3d467e2e8489f0018dd83fdf23336f20b40c;1;Western;2;Domestic;10025769;Redding;US;850 Commerce Street;Não informado;CA;96002
db95febaa308e1f18dc34dd53c3df0e07f04339cd37f26134304958d6a28fa17;1;Western;2;Domestic;10021412;Clackamas;US;13101 SE 84th ave;Suite B;OR;97015-9733
7e4a4b52a92dfc02c4234ced6e7653f6c2fde175d3b20d0933d1be0f707c5354;1;Western;2;Domestic;10019900;Sacramento;US;3248 Auburn Boulevard;Não informado;CA;95821
9321a39e22eef25432a48332ec616711e2192c4bca7bce09549147f60ce9e5f6;1;Western;2;Domestic;10022434;Placentia;US;PO Box 958;Não informado;CA;92670
f550c977c3ff98fa5dae6c5349d0f5b1bdb85cb51a17f4e02a8158ffce74c7b4;1;Western;2;Domestic;10025049;Milwaukie;US;13270 SE Pheasant Court;Não informado;OR;97222
149cbce1898a76a6e25d62b0a4aac1154562367562afa375102c9200de18df32;1;Western;2;Domestic;10022183;Breckenridge;US;1760 C Airport Road;Não informado;CO;80424
1010a7f2bb7b98a1eab03288ea63a48caae4b10c60a7f72cced1c8f394aad280;1;Western;2;Domestic;10021222;Buffdale;US;14296 South Pony Express Road;Não informado;UT;84065
1ae7101044d7e4aace05f538de3f9b1209c0c56ece1d7370a11bc8fce004f889;1;Western;2;Domestic;10014546;Phoenix;US;Division of Western Truck Sales Inc;3530 East Washington Street;AZ;85034
237bc15043dc23c68f54eb8ca210493ee4f86ef3f070aef52cb74928c96c148d;1;Western;2;Domestic;10000472;Van Nuys;US;8000 Haskell Avenue;Não informado;CA;91406
c0c4a0414b3c1c2e84e571d0b58f323566ce4ca46e4cbe844c4c6d5ea98b4f82;1;Western;2;Domestic;10002709;Albany;US;PO Box 99;Não informado;OR;97321
8da6a5cb259239daf1db7f987ddb29cfabe612f9c00f2cea28e4aa6a333501d4;1;Western;2;Domestic;10016858;Beaverton;US;6590 SW Fallbrook Place;(Commercial Industrial);OR;97008
20ac9b8e3df44361ef37d9180b1030195a39eab6f86203925a0c493a590f7ae9;1;Western;2;Domestic;10025919;Compton;US;801 West Artesia Boulevard;Não informado;CA;90220
29451a4b3b57471cda06db35b61f6bbb280ebc41f6df1466287a4095bfd716f1;1;Western;2;Domestic;10026861;Salt Lake City;US;2280 South State Street;Não informado;UT;84115
635da0705428e100352e33fc0bc67ecb1b590c8ca1853b8a29cefd10c8a0c5a5;1;Western;2;Domestic;10020393;Fort Collins;US;2649 East Mulberry Street;Não informado;CO;80524
69dbba45145cb678df8696e76069c774a1dd6c07caebc19d48cbdb91ac98ead5;1;Western;2;Domestic;10011398;Eugene;US;1942 W 11th Avenue;Não informado;OR;97402-3519
a9721ed38d1c11982ff9587ab3a3903c0f12af7f842dd023efa780cd0abde0de;1;Western;2;Domestic;10023778;Hillsboro;US;PO Box 70;Não informado;OR;97123
14dcd3d8d18b3dad9989ed3fd20df07149c977fa8689fdcbc4b251f1ae26dd78;1;Western;2;Domestic;10020931;Bozeman;US;PO Box 549;Não informado;MT;59715
6acba096705ac5cf65656cbd7846a5c2fc0f95ce77a6197e1bce5af9e216206f;1;Western;2;Domestic;10026843;Tulare;US;100 East Inyo;Não informado;CA;93274
78ed6a509c62ca80295868104e51e5a6d528ae057b11e4d5c1eed4cb22f80f4d;1;Western;2;Domestic;10019109;Sacramento;US;Sacramento PDC #13;Attention  Accounts Payable;CA;95851-1297
1a2c638be57e15a79d333ce074e39f3529c1e4cb213fc30d1e723fb91916d068;1;Western;2;Domestic;10007120;Rexburg;US;DBA Pronto Jobbers Warehouse;PO Box 409;ID;83440
51027068b722b3ae65500b5e8ab94bf8e831810feb31e393dae3838615052b3a;1;Western;2;Domestic;10000480;Phoenix;US;Attention: Accounts Payable;PO Box 21502;AZ;85036-1502
3d0650e1ca428585ce7cd38e20207d5443adc615b0a8121cc1a361368c967e43;1;Western;2;Domestic;10006846;Modesto;US;1023 Kansas Avenue;Não informado;CA;95351
c3310daa929a7b2aa6ac2b81a37b01dd44a9a6d4c9005339ced45931a3bf1efe;1;Western;2;Domestic;10026355;Casper;US;1275 North 6 Mile Road;Não informado;WY;82604
1e762f70930f7354dfcf305b9a38d9cd40f7e518b09da0cc8c217c32f2fbae52;1;Western;2;Domestic;10022456;Rancho Cordova;US;3340 A Sunrise Boulevard;Não informado;CA;95742-7316
316082f5aa2e8f080cb1aacc8a078c7d5ac65ec291b8ec8ad1a03a5f09a8355c;1;Western;2;Domestic;10018628;Tigard;US;12805 SW 77th Place;Não informado;OR;97223
2b3aec5e607495d7fdac9e39c07fd5073f6288e4995d980ad00cace72bbd69c5;1;Western;2;Domestic;10019678;Sacramento;US;3248 Auburn Boulevard;Não informado;CA;95821
